song_id,title,artist,genre,mood
song_1,Song Title 1,Artist 4,Pop,Energetic
song_2,Song Title 2,Artist 8,Rock,Sad
song_3,Song Title 3,Artist 4,Classical,Romantic
song_4,Song Title 4,Artist 3,Electronic,Chill
song_5,Song Title 5,Artist 2,Pop,Happy
song_6,Song Title 6,Artist 7,Rock,Romantic
song_7,Song Title 7,Artist 20,Pop,Romantic
song_8,Song Title 8,Artist 7,Classical,Romantic
song_9,Song Title 9,Artist 14,Rock,Chill
song_10,Song Title 10,Artist 19,Jazz,Happy
song_11,Song Title 11,Artist 6,Classical,Chill
song_12,Song Title 12,Artist 11,Jazz,Sad
song_13,Song Title 13,Artist 7,Jazz,Happy
song_14,Song Title 14,Artist 3,Hip-Hop,Happy
song_15,Song Title 15,Artist 12,Jazz,Romantic
song_16,Song Title 16,Artist 9,Pop,Chill
song_17,Song Title 17,Artist 18,Pop,Chill
song_18,Song Title 18,Artist 3,Electronic,Energetic
song_19,Song Title 19,Artist 20,Jazz,Romantic
song_20,Song Title 20,Artist 7,Classical,Happy
song_21,Song Title 21,Artist 2,Classical,Sad
song_22,Song Title 22,Artist 10,Pop,Sad
song_23,Song Title 23,Artist 4,Hip-Hop,Energetic
song_24,Song Title 24,Artist 15,Classical,Energetic
song_25,Song Title 25,Artist 6,Jazz,Energetic
song_26,Song Title 26,Artist 7,Classical,Energetic
song_27,Song Title 27,Artist 3,Electronic,Sad
song_28,Song Title 28,Artist 18,Classical,Sad
song_29,Song Title 29,Artist 6,Hip-Hop,Chill
song_30,Song Title 30,Artist 9,Classical,Romantic
song_31,Song Title 31,Artist 8,Classical,Energetic
song_32,Song Title 32,Artist 2,Rock,Happy
song_33,Song Title 33,Artist 11,Hip-Hop,Energetic
song_34,Song Title 34,Artist 3,Rock,Romantic
song_35,Song Title 35,Artist 11,Rock,Chill
song_36,Song Title 36,Artist 13,Classical,Chill
song_37,Song Title 37,Artist 5,Jazz,Sad
song_38,Song Title 38,Artist 8,Classical,Romantic
song_39,Song Title 39,Artist 18,Jazz,Romantic
song_40,Song Title 40,Artist 14,Electronic,Chill
song_41,Song Title 41,Artist 12,Rock,Sad
song_42,Song Title 42,Artist 17,Hip-Hop,Happy
song_43,Song Title 43,Artist 2,Pop,Sad
song_44,Song Title 44,Artist 6,Classical,Chill
song_45,Song Title 45,Artist 20,Pop,Chill
song_46,Song Title 46,Artist 13,Electronic,Chill
song_47,Song Title 47,Artist 17,Jazz,Romantic
song_48,Song Title 48,Artist 1,Classical,Happy
song_49,Song Title 49,Artist 18,Jazz,Energetic
song_50,Song Title 50,Artist 4,Jazz,Chill
song_51,Song Title 51,Artist 6,Hip-Hop,Happy
song_52,Song Title 52,Artist 9,Electronic,Sad
song_53,Song Title 53,Artist 17,Pop,Energetic
song_54,Song Title 54,Artist 17,Electronic,Sad
song_55,Song Title 55,Artist 5,Jazz,Sad
song_56,Song Title 56,Artist 18,Electronic,Happy
song_57,Song Title 57,Artist 20,Jazz,Chill
song_58,Song Title 58,Artist 1,Pop,Energetic
song_59,Song Title 59,Artist 10,Rock,Happy
song_60,Song Title 60,Artist 8,Electronic,Happy
song_61,Song Title 61,Artist 3,Classical,Chill
song_62,Song Title 62,Artist 3,Electronic,Sad
song_63,Song Title 63,Artist 5,Classical,Chill
song_64,Song Title 64,Artist 18,Rock,Energetic
song_65,Song Title 65,Artist 17,Electronic,Chill
song_66,Song Title 66,Artist 7,Electronic,Sad
song_67,Song Title 67,Artist 10,Hip-Hop,Energetic
song_68,Song Title 68,Artist 15,Electronic,Chill
song_69,Song Title 69,Artist 4,Rock,Sad
song_70,Song Title 70,Artist 3,Jazz,Happy
song_71,Song Title 71,Artist 19,Electronic,Sad
song_72,Song Title 72,Artist 19,Rock,Happy
song_73,Song Title 73,Artist 3,Classical,Happy
song_74,Song Title 74,Artist 8,Pop,Happy
song_75,Song Title 75,Artist 11,Pop,Romantic
song_76,Song Title 76,Artist 8,Jazz,Chill
song_77,Song Title 77,Artist 7,Electronic,Sad
song_78,Song Title 78,Artist 19,Electronic,Chill
song_79,Song Title 79,Artist 8,Hip-Hop,Chill
song_80,Song Title 80,Artist 7,Pop,Happy
song_81,Song Title 81,Artist 14,Jazz,Chill
song_82,Song Title 82,Artist 14,Hip-Hop,Happy
song_83,Song Title 83,Artist 4,Pop,Chill
song_84,Song Title 84,Artist 11,Pop,Sad
song_85,Song Title 85,Artist 7,Rock,Romantic
song_86,Song Title 86,Artist 15,Rock,Chill
song_87,Song Title 87,Artist 6,Jazz,Chill
song_88,Song Title 88,Artist 8,Pop,Chill
song_89,Song Title 89,Artist 18,Pop,Happy
song_90,Song Title 90,Artist 18,Pop,Happy
song_91,Song Title 91,Artist 8,Rock,Chill
song_92,Song Title 92,Artist 16,Hip-Hop,Sad
song_93,Song Title 93,Artist 13,Pop,Sad
song_94,Song Title 94,Artist 13,Pop,Chill
song_95,Song Title 95,Artist 9,Hip-Hop,Energetic
song_96,Song Title 96,Artist 14,Classical,Romantic
song_97,Song Title 97,Artist 16,Rock,Sad
song_98,Song Title 98,Artist 10,Rock,Happy
song_99,Song Title 99,Artist 19,Classical,Romantic
song_100,Song Title 100,Artist 2,Classical,Energetic
