user_id,song_id,timestamp,duration_sec
user_2,song_71,2025-03-26 10:25:43,59
user_17,song_11,2025-03-15 21:31:43,64
user_8,song_59,2025-03-24 07:33:43,71
user_14,song_85,2025-03-24 08:02:43,191
user_9,song_27,2025-03-21 04:15:43,152
user_9,song_51,2025-04-07 04:54:43,183
user_15,song_41,2025-03-14 00:35:43,264
user_20,song_73,2025-04-09 00:01:43,139
user_17,song_34,2025-04-07 14:39:43,65
user_8,song_35,2025-03-28 08:50:43,184
user_20,song_84,2025-03-27 01:53:43,183
user_4,song_18,2025-04-03 22:39:43,84
user_18,song_20,2025-04-03 16:57:43,137
user_11,song_27,2025-03-21 05:41:43,165
user_17,song_63,2025-04-04 01:30:43,246
user_9,song_6,2025-04-11 15:46:43,96
user_9,song_21,2025-03-19 12:00:43,248
user_18,song_2,2025-04-08 23:39:43,106
user_18,song_5,2025-03-16 14:58:43,105
user_14,song_17,2025-04-10 17:12:43,50
user_12,song_27,2025-03-21 18:53:43,82
user_12,song_100,2025-03-25 12:56:43,109
user_8,song_23,2025-03-14 13:34:43,121
user_11,song_53,2025-03-17 04:40:43,157
user_9,song_21,2025-03-17 04:29:43,225
user_2,song_29,2025-04-05 12:13:43,186
user_8,song_41,2025-03-30 16:18:43,65
user_9,song_45,2025-03-22 10:10:43,199
user_1,song_43,2025-04-06 08:19:43,49
user_4,song_55,2025-03-19 16:08:43,291
user_4,song_92,2025-04-05 18:33:43,253
user_1,song_84,2025-03-21 02:48:43,130
user_12,song_56,2025-04-09 04:37:43,199
user_20,song_41,2025-03-21 22:49:43,183
user_17,song_40,2025-03-21 13:15:43,236
user_10,song_71,2025-04-07 20:09:43,224
user_6,song_69,2025-03-30 08:42:43,30
user_10,song_37,2025-04-05 12:45:43,194
user_15,song_57,2025-03-28 05:22:43,291
user_16,song_95,2025-04-06 05:30:43,175
user_17,song_85,2025-03-22 07:14:43,77
user_8,song_59,2025-03-17 20:26:43,42
user_2,song_71,2025-03-24 00:06:43,242
user_19,song_25,2025-03-20 04:11:43,283
user_13,song_32,2025-04-07 05:51:43,32
user_4,song_41,2025-04-06 04:02:43,267
user_2,song_22,2025-03-28 21:44:43,267
user_17,song_72,2025-03-23 15:47:43,256
user_20,song_93,2025-03-14 10:08:43,258
user_6,song_98,2025-03-28 17:47:43,156
user_9,song_99,2025-03-18 10:04:43,152
user_9,song_57,2025-04-09 04:17:43,150
user_9,song_43,2025-04-01 09:30:43,100
user_5,song_27,2025-03-20 20:31:43,242
user_14,song_43,2025-03-25 12:09:43,61
user_7,song_50,2025-03-14 07:51:43,40
user_19,song_49,2025-03-28 02:13:43,182
user_13,song_54,2025-03-25 02:48:43,142
user_16,song_29,2025-04-03 13:04:43,44
user_13,song_44,2025-03-21 04:44:43,237
user_6,song_17,2025-03-23 09:34:43,231
user_19,song_73,2025-03-22 02:30:43,249
user_5,song_24,2025-04-10 18:11:43,197
user_7,song_72,2025-03-18 14:18:43,245
user_9,song_11,2025-03-28 01:48:43,56
user_12,song_29,2025-03-22 23:46:43,50
user_1,song_26,2025-03-17 01:56:43,108
user_8,song_32,2025-03-24 20:06:43,161
user_12,song_22,2025-03-23 06:48:43,88
user_6,song_14,2025-03-25 01:36:43,189
user_19,song_87,2025-03-13 14:10:43,131
user_3,song_97,2025-04-04 22:51:43,184
user_20,song_16,2025-03-17 07:45:43,51
user_12,song_69,2025-03-29 05:12:43,65
user_17,song_83,2025-04-02 01:41:43,245
user_16,song_14,2025-03-29 14:55:43,265
user_5,song_77,2025-03-12 06:18:43,277
user_15,song_56,2025-03-16 02:58:43,167
user_11,song_32,2025-03-17 00:18:43,260
user_8,song_86,2025-04-02 02:04:43,196
user_6,song_85,2025-03-17 18:14:43,173
user_20,song_90,2025-03-14 18:00:43,35
user_17,song_25,2025-04-09 18:49:43,238
user_16,song_72,2025-03-18 18:51:43,273
user_16,song_58,2025-03-18 02:30:43,180
user_8,song_59,2025-04-02 04:58:43,218
user_16,song_71,2025-03-26 15:08:43,199
user_12,song_90,2025-03-28 18:16:43,158
user_8,song_41,2025-04-01 22:48:43,124
user_7,song_98,2025-04-03 02:58:43,298
user_20,song_37,2025-04-08 20:17:43,146
user_12,song_23,2025-04-03 01:50:43,94
user_9,song_6,2025-04-10 09:17:43,94
user_16,song_14,2025-03-16 01:59:43,175
user_16,song_62,2025-03-28 16:24:43,56
user_9,song_62,2025-04-09 00:10:43,281
